id,prompt
231,"Ginger woman in a swirling sundress of flowers, underwater, floral explosion, radiant light, vortex of plum petals, by WLOP, Tristan Eaton and artgerm, artstation, deviantart"
232,"Marvel Avengers SpiderMan, electric blue Spider-Man inspired by a peacock ((tarantula)), official concept art, blue and yellow spiderman, blue accents, ArtstationHD, artgerm"
233,"Jake Gyllenhaal underwear ad, Calvin Klein photography, athletic body build, trending on artstation, 4k, 8k"
234,"iridescent portrait of a beautiful princess of death in robe.  hard surface modelling. cyberpunk look. biomechanical mask. bio luminescent biomechanical halo around head. neon jellyfish. artwork by jarold Sng  by artgerm, by Eddie Mendoza, by Peter mohrbacher by tooth wu, unreal engine, octane render, cinematic light, high details, iridescent colors, dichroic, macro, 4l"
235,"dark witch character black colors, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration"
236,kim kardashian painted by Vincent van Gogh
237," Cute fantasy animal, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration"
238,"detailed Avengers SpiderMan, electric blue Spider-Man, official concept art, blue and yellow spiderman, blue accents, ArtstationHD, artgerm"
239,"Lana Del Rey eating a cigarette sandwich, 4k, 8k, trending on artstation, artstation digital artwork."
240,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, artwork by christopher blossom and ed mell and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
241,"a hyperrealistic render of a laboratory in the victorian era, outdoor, art by Artgerm and Greg Rutkowski and Alphonse Mucha, hearthstone art style, epic fantasty card game art, Beautiful dynamic dramatic moody lighting, shadows, cinematic, Octane, 8K"
242,"fully symmetrical centered iridescent portrait of a beautiful princess of death in robe. skulls artificial muscles, ribcage, bones, hard surface modelling. cyberpunk look. biomechanical mask. bio luminescent biomechanical halo around head. neon jellyfish. artwork by jarold Sng  by artgerm, by Eddie Mendoza, by Peter mohrbacher by tooth wu, unreal engine, octane render, cinematic light, high details, iridescent colors, dichroic, macro, depth of field, blur"
243,"A boney thin humanoid with teared viscose clothes wearing a carved mineral mask with tiny mineral and gold incrustations by tom purvis, emil melmoth, zdzislaw, octane render trending on artstation d&d characters, 4k, 8k, HD"
244,"Twin Peaks movie poster artwork by Michael Whelan and Tomer Hanuka, Rendering of Emma Watson & Kiernan Shipka meeting David Bowie the god spirit, from a scene from Twin Peaks, clean, full of detail, Matte painting, trending on artstation and unreal engine"
245," fantasy animal, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration"
246,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, artstation, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
247,"Calm A City Snowing, Victorian Era, 4k, 8k, HD"
248,"portrait of a woman with a hole for it's face, orange background, studio lighting"
249,"“ A picture of the backside of three corgis with big butts, 8K, wide angle, Neon city in the background”"
250,"Cat portrait painting in the style of peter Mohrbacher, trending on artstation, deviantart, Pinterest, detailed, realistic, High Resolution, HD 8k"
251,"portrait of a woman with no face, orange background, studio lighting"
252,"ream fantasy animal full body, digital painting, artstation, concept art, smooth, sharp focus, illustration"
253,Angela Merkel smoking a joint together with trump
254,"a portrait of the male assasin, illustration, soft lighting, soft details, dark mood, painting oil on canvas by Claire Hummel, octane render trending on artstation d&d characters, 4k, 8k, HD"
255,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, artstation, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
256,"“ Mike wazowski doing an Ollie on a skateboard, studio lighting, 4K UHD image, realism”"
257,"Detailed Portrait of a cute woman vibrant pixie hair by Yanjun Cheng and Hsiao-R, 4k, 8k, HD"
258,"The First Polynesian Woman, artist interpretation, trending on artstation, photorealistic imagery, photorealism, artstation photorealism, artstationHQ, artstationHD, 4k, 8k"
259,Angela Merkel and Trump smoking weed together
260,"Detailed Portrait of a cute woman vibrant pixie hair by Yanjun Cheng and Hsiao-R, 4k, 8k, HD"
261,"a portrait of the male assasin, illustration, concept art, digital painting by Claire Hummel, octane render, trending on artstation, 4k, 8k, HD"
262,Angela Merkel and trump drinking beer together
263,"realistic detailed image of a huge sand desert. a ** thin stream of sand*** falls from the sky in to eternity of outer space.  by  Ayami Kojima, Amano, Karol Bak, Greg Hildebrandt, and Mark Brooks, Neo-Gothic, gothic, rich deep colors. Beksinski painting, part by Adrian Ghenie and Gerhard Richter. art by Takato Yamamoto. masterpiece"
264,watercolor portrait painting of cat in sunglasses and astronaut helmet
265,"a portrait of the male assassin, illustration, concept art, digital painting by Claire Hummel, trending on artstation, 4k, 8k, HD"
266,"Chris Hemsworth in Ethnic Attire, fashion photography, photorealistic, trending on artstation, 4k, 8k"
267,"realistic detailed image of a huge sand desert. a ** thin stream of sand*** falls from the sky in to eternity of outer space.  by  Ayami Kojima, Amano, Karol Bak, Greg Hildebrandt, and Mark Brooks, Neo-Gothic, gothic, rich deep colors. Beksinski painting, part by Adrian Ghenie and Gerhard Richter. art by Takato Yamamoto. masterpiece"
268,an amazing masterpiece of art by wes anderson
269,"NKVD agent russian, anime, paint oil, 4k"
270,"a portrait of the male assasin, illustration, concept art, digital painting by Johannes Helgeson, octane render, trending on artstation, 4k, 8k, HD"
271,Walter White but hes turned himself into a bee
272,"misty wood, mirror portal from the light, pinhole analogue photo quality, monochrome, blur, unfocus, cinematic, 35mm"
273,"a beautiful and insanely detailed matte painting of magical giant colored kites with incredible surreal architecture designed by Heironymous Bosch, mega structures inspired by Heironymous Bosch's Garden of Earthly Delights, creatures of the air and sea inspired by Heironymous Bosch's Garden of Earthly Delights, ships in the harbor inspired by Heironymous Bosch's Garden of Earthly Delights, vast surreal landscape and horizon by Jim Burns, rich pastel color palette, masterpiece!!, grand!, imaginative!!!, whimsical!!, epic scale, intricate details, sense of awe, elite, fantasy realism, complex layered composition!!"
274,an amazing masterpiece of art by giger
275,"anime girl, hourglass slim figure, attractive features, seductive smile, highly detailed, details, digital painting, artstation, kyoani, concept art, sharp focus, illustration, greg rutkowski"
276,"a fruit basket on top of a kitchen table, 4k"
277,"Ariana Grande wearing a Minecraft shirt, fashion photography, photorealistic, trending on artstation, 4k, 8k."
278,"a fruit basket on top of a kitchen table, 8k"
279,Angela Merkel as first lady of trump
280,"a fruit basket on top of a kitchen table, digital art"
281,"Levi Ackerman in tuxedo, elegant, 2d, ultra highly detailed, digital painting, smooth, sharp focus, artstation, art by Ilya Kuvshinov"
282,"wood, black gothic mirror on the tree, pinhole analogue photo quality, monochrome, blur, unfocus, cinematic, 35mm"
283,"a fruit basket on top of a kitchen table, trending on artstation"
284,"Black hole sucking in a spaceship, hyper realistic, 4k"
285,"death himself, physically accurate, moody dynamic lighting, very very intricate, very very elegant, highly detailed, digital painting, artstation, HR GIGER, Hieronymus Bosch, Francis Bacon, concept art, smooth, very beautiful, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha"
286,"a fruit basket on top of a kitchen table, high detail"
287,"black hole, hyper realistic, 4k, vibrant colors"
288,"underwater city wide angle kelp trees, retro futuristic, domes in the style of dinotopia, Yanjun Cheng and Hsiao-R"
289,"a fruit basket on top of a kitchen table, oil panting"
290,time
291,"a fruit basket on top of a kitchen table, photorealistic"
292,"michael keaton in his computer with a skull and crossbones on the screen, painting by James gurney"
293,"Chris Hemsworth working out using a bench press, photorealistic imagery, studio photography, 4k, 8k, trending on artstation, artstation photorealism, artstationHQ."
294,"a fruit basket on top of a kitchen table, cinestill"
295,portrait of son heung min in the style of dinotopia
296,"michael keaton in his computer with a jolly rancher flag on the screen, painting by James gurney"
297,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, artstation, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
298,"a fruit basket on top of a kitchen table, steampunk"
299,"michael keaton in his computer with a brown pirate flag on the screen, painting by James gurney"
300,"a Tardigrade Pug Hybrid, A tardigrade that looks like a pug, afternoon hangout, good times photograph, candid"
301,"35mm photography sea dragon coming with wings, full head and face symmetrical scales, out of the water to attack a boat, rough seas, night, lighting, cinematic lighting, realistic"
302,"An anthropomorphic sandwich eating man, trending on artstation, artstationHD, artstationHQ, artstation photorealism, photorealistic photography, 4k, 8k"
303,"a fruit basket on top of a kitchen table, action photo"
304,"35mm photography, artgerm, sea dragon coming out of the water to attack a boat, rough seas, night, lighting, cinematic lighting, realistic"
305,a portrait of a character at a party by artgerm and greg rutkowski
306,"michael keaton in his computer with thepiratebay on the screen, painting by James gurney"
307,"blue-eyed woman wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
308,"a fruit basket on top of a kitchen table, tilt shift"
309,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, artstation, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
310,Iron man as a pixar character
311,"green-eyed woman wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
312,donald trump as jabba the hutt in star wars
313,"michael keaton in his computer with black pirate flag in the middle of the white screen, painting by James gurney"
314,"a fruit basket on top of a kitchen table, f/22"
315,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, artstation, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
316,"Bugs bunny holding a machine gun as rambo, photorealistic, hyperrealistic action shot god rays -9"
317,robert downey Jr as Tony Stark in a pixar movie
318,jabba the hutt body with trump head
319," in the style of Dale Keown, artgerm, Thomas Kinkade, sea dragon coming out of the water to attack a boat, rough seas, night, lighting, cinematic lighting, realistic"
320,"a fruit basket on top of a kitchen table, 2700K"
321,"Bugs bunny holding a machine gun as rambo, photorealistic, hyperrealistic action shot god rays -9"
322," in the style of  artgerm and Thomas Kinkade, large sea dragon coming out of the water to attack a small boat, rough seas, night, lighting, cinematic lighting, realistic"
323,"a fruit basket on top of a kitchen table, Kodachrome"
324,"Playstation 6, concept art illustrated by Thomas Dubois, trending on artstation, artstationHQ, artstationHD, artstation concept art, 4k, 8k"
325,"Han solo as painted by van gogh, oil painting"
326,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, artstation, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
327,"Bugs bunny holding a machine gun as rambo, photorealistic, hyperrealistic action shot god rays"
328,ricky martin in jail by greg rutkowski
329," in the style of  artgerm and Thomas Kinkade, large sea dragon attacking a small boat, rough seas, night, lighting, cinematic lighting"
330,"a fruit basket on top of a kitchen table, Polaroid"
331,"Playstation 6, concept art, trending on artstation, photorealistic imagery, high quality, 4k, 8k"
332,"dark fantasy character portrait of Peppa Pig, pig, animal, pig face, Peppa pig character, dramatic, unsettling, intricate, wild, highly detailed, digital painting, artstation, upper body, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha"
333,"Frequency indie album cover, luxury advertisement, yellow filter, white and gray colors. Clean and detailed post-cyberpunk sci-fi close-up schoolgirl in asian city in style of cytus and deemo, blue flame, relaxing, calm and mysterious vibes, by Tsutomu Nihei, by Yoshitoshi ABe, by Ilya Kuvshinov, by Greg Tocchini, nier:automata, set in half-life 2, Matrix, GITS, Blade Runner, Neotokyo Source, Syndicate(2012), dynamic composition, beautiful with eerie vibes, very inspirational, very stylish, with gradients, surrealistic, dystopia, postapocalyptic vibes, depth of field, mist, rich cinematic atmosphere, perfect digital art, mystical journey in strange world, beautiful dramatic dark moody tones and studio lighting, shadows, bastion game, arthouse"
334,"zoom in wolf eyes, pinhole analogue photo quality, monochrome, blur, unfocus, cinematic, 35mm"
335,"dark witch character, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration"
336,"a fruit basket on top of a kitchen table, Bansky"
337,"majestic action shot of kermit the frog as immortan joe in a pixar movie, scene from an arthouse film, epic beautiful"
338,"Over Under Sideways down, Back and forward, Square and round"
339,ricky martin in jail behind bars by greg rutkowski
340,portrait of a beautiful white Colombian male with brown hair By Emmanuel Lubezki
341,"zoom in wolf eyes in wood, pinhole analogue photo quality, monochrome, blur, unfocus, cinematic, highly detailed, 35mm"
342,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, artstation, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
343,ronald mcdonald as strom tropper
344,The Beatles in the style of a 1970’s sci-fi novel cover
345,"Ernie and Bert, a Wes Anderson film, movie poster concept"
346,"Playstation 6 concept, trending on artstation, photorealistic imagery, high quality, 4k, 8k"
347,ronald mcdonald as storm trooper
348,"Morgan Freeman as a space marine Primarch, warhammer 40k, character portrait art by Donato Giancola, Craig Mullins, digital art, trending on artstation"
349,fox animal doing kung fu
350," in the style of  artgerm and Thomas Kinkade, a large sea dragon attacking a small boat, rough seas, night, lighting, cinematic lighting"
351,papercraft scene paper cut out of san francisco
352,The Beatles in the style of a 1970’s sci-fi novel cover
353,"Caucasian white girl holding her dark brown guinea pig, out in the wilderness at morning, trending on artstation, artstationHQ, artstationHD, photorealistic imagery."
354,"a Giraffe-Pug Hybrid, A Giraffe that looks like a pug, huge tusks, afternoon hangout, good times photograph, candid"
355,Ronald McDonald at Halloween Horror Nights
356,"Gus Fring as a Commisar, warhammer 40k, character portrait art by Donato Giancola, Craig Mullins, digital art, trending on artstation"
357,"dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, long range focus 200 mm, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
358,"art portrait of an undead space marine lich king, intricate detailed armour ,8k,by tristan eaton,Stanley Artgermm,Tom Bagshaw,Greg Rutkowski,Carne Griffiths, Ayami Kojima, Beksinski, Giger,trending on DeviantArt,face enhance,hyper detailed,minimalist,cybernetic, android, blade runner,full of colour,"
359,"realistic detailed image of a girl in an old soviet girlish room with a little monster  hiding!!! under the bed!!! by  Ayami Kojima, Amano, Karol Bak, Greg Hildebrandt, and Mark Brooks, Neo-Gothic, gothic, rich deep colors. Beksinski painting. art by Takato Yamamoto. masterpiece. ultra details, high quality, high resolution ."
360,"Caucasian white girl from Australia, wearing eyeliner, holding her dark brown guinea pig, out in the wilderness at morning, trending on artstation, artstationHQ, artstationHD, photorealistic imagery."
361,"Ryan Gosling as Ken from Barbie, as animated by Dreamworks, Movie poster, blue background"
362,"a portrait of a asian male prince,  illustration, soft lighting, soft details, dark mood, painting oil on canvas by Edmund Blair Leighton and Charlie Bowater octane render trending on artstation d&d characters, 4k, 8k, HD"
363,"art portrait of an undead space marine vampire king, intricate detailed armour ,8k,by tristan eaton,Stanley Artgermm,Tom Bagshaw,Greg Rutkowski,Carne Griffiths, Ayami Kojima, Beksinski, Giger,trending on DeviantArt,face enhance,hyper detailed,minimalist,cybernetic, android, blade runner,full of colour,"
364,"Frequency indie album cover, luxury advertisement, yellow filter. Clean and detailed post-cyberpunk sci-fi close-up schoolgirl Lain Iwakura in asian city in style of cytus and deemo, blue flame, relaxing, calm and mysterious vibes, by Tsutomu Nihei, by Yoshitoshi ABe, by Ilya Kuvshinov, by Greg Tocchini, nier:automata, set in half-life 2, Matrix, GITS, Blade Runner, Neotokyo Source, Syndicate(2012), dynamic composition, beautiful with eerie vibes, very inspirational, very stylish, with gradients, surrealistic, dystopia, postapocalyptic vibes, depth of field, mist, rich cinematic atmosphere, perfect digital art, mystical journey in strange world, beautiful dramatic dark moody tones and studio lighting, shadows, bastion game, arthouse"
365,"a portrait of a black male prince, side profile, white cape, illustration, soft lighting, soft details, dark mood, painting oil on canvas by Edmund Blair Leighton and Charlie Bowater octane render trending on artstation d&d characters, 4k, 8k, HD"
366,"Elon Musk with artificial eyes, a metal jaw and a metal arm looking like Palmer Rldritch"
367,"majestic action shot of immortan joe fighting a robot in the style of frank frazetta, epic beautiful"
368," in the style of  artgerm and Thomas Kinkade, a LARGE SEA DRAGON attacking, rough seas, night, lighting, cinematic lighting"
369,"long range focus shot 200 mm, dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, view from above on seascape, matte painting, cinematic view, artwork by ed mell christopher blossom and frederick judd waugh and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
370,"a fruit basket on top of a kitchen table, illustration"
371," in the style of  artgerm and Thomas Kinkade, a LARGE SEA DRAGON attacking a BOAT, rough seas, night, lighting, cinematic lighting"
372,"a portrait of a black male prince, white cape, illustration, soft lighting, soft details, dark mood, painting oil on canvas by Edmund Blair Leighton and Charlie Bowater octane render trending on artstation d&d characters, 4k, 8k, HD"
373," in the style of  artgerm and Thomas Kinkade, a LARGE SEA DRAGON attacking a BOAT, rough seas, night, lighting, cinematic lighting"
374,"a fruit basket on top of a kitchen table, concept art"
375,"a portrait of a hispanic male prince, red cape, illustration, soft lighting, soft details, painting oil on canvas by Edmund Blair Leighton and Charlie Bowater octane render trending on artstation d&d characters, 4k, 8k, HD"
376,"photo of jennifer lawrence posing awkwardly and staring into the camera, random background scene"
377,"Busytown, by Neil Freeman"
378,"above the clouds, dramatic light, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, cinematic view, artwork by ed mell christopher blossom and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
379,"a fruit basket on top of a kitchen table, surrealistic"
380,photo of contortionist twisting their body around
381,"cut-scene footage of the witcher 3 geralt fighting a monster in the moonlight on a rooftop, cityscape, highly textured, wide angle, action shot, cinematic"
382,"Geralt of Rivia, fantasy character art by Donato Giancola, Craig Mullins, digital art, trending on artstation"
383,"a man with a strongfat body type, painting by Gaston Bussiere, Craig Mullins"
384,"woman with green eyes wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
385,"muscled Carmen electra as a ruggedly handsome heroine, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and donato giancola and Joseph Christian Leyendecker, Ross Tran, WLOP"
386,"a fruit basket on top of a kitchen table, lightning"
387," in the style of  artgerm, a LARGE SEA DRAGON attacking a BOAT, rough seas, night, lighting, cinematic lighting"
388,wlop girls vs artgerm girls
389,"a portrait of a arabian male prince, illustration, soft lighting, soft details, painting oil on canvas by Edmund Blair Leighton and Charlie Bowater octane render trending on artstation d&d characters, 4k, 8k, HD"
390,"a man with a dumpy body type, painting by Gaston Bussiere, Craig Mullins"
391,"above the clouds, dramatic light, ed mell paintings, thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, cinematic view, artwork by ed mell christopher blossom and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
392,"a fruit basket on top of a kitchen table, ballpoint pen"
393,Artistic photo of a bowl of stranger fruit in unnatural colors
394,"a fruit basket on top of a kitchen table, crayon"
395,"A flock of penguins flying at 20,000 ft, overhead aerial photo"
396,"a fruit basket on top of a kitchen table, airbrush"
397,Emperor penguin with Ostrich and Kiwi Bird flying in the sky
398,"above the clouds, dramatic light, ed mell paintings, surreal thunder clouds in the sky, stormy sea by frederick judd waugh, simple form, brutal shapes stormy sky, extremely strong wind, cumulonimbus, woman in dress figure standing on the stones, realism, cinematic view, artwork by ed mell christopher blossom and franklin carmichael and Russ Kramer and ivan aivazovsky and isaac levitan"
399,Coheed and Cambria
400,"Rafael Albuquerque comic art, The interior of an underwater city, insanely ornamented with baroque evil golden decorations, black ornaments, ominous devilish altar made of bones, blue neon light coming from the windows, mysterious atmosphere, octane"
401,"a fruit basket on top of a kitchen table, pastels"
402,carmen electra picking her nose
403,"portrait of a beautiful female cleric with long black hair. She wear a silver detailed symetric amulet of a sun eye. Epic fantasy. beautiful. hyperrealism symetric face cinematic top lighting, insanely detailed and intricate, face by wlop, Charlie Bowater, golden ratio, symmetric, elegant, ornate, luxury, elite, matte painting, cinematic, trending on artstation, deviantart and cgsociety, 8k, high resolution"
404,"a fruit basket on top of a kitchen table, low poly"
405,"Rafael Albuquerque comic art and artgerm, The interior of an underwater city, insanely ornamented with baroque evil golden decorations, black ornaments, ominous devilish altar made of bones, blue neon light coming from the windows, mysterious atmosphere, octane"
406,"JRPG game poster, luxury advertisement, yellow filter. Clean and detailed post-cyberpunk sci-fi close-up schoolgirl in asian city in style of cytus and deemo, blue flame, relaxing, calm and mysterious vibes, by Tsutomu Nihei, by Yoshitoshi ABe, by Ilya Kuvshinov, by Greg Tocchini, nier:automata, set in half-life 2, Matrix, GITS, Blade Runner, Neotokyo Source, Syndicate(2012), dynamic composition, beautiful with eerie vibes, very inspirational, very stylish, with gradients, surrealistic, dystopia, postapocalyptic vibes, depth of field, mist, rich cinematic atmosphere, perfect digital art, mystical journey in strange world, beautiful dramatic dark moody tones and studio lighting, shadows, bastion game, arthouse"
407,"a fruit basket on top of a kitchen table, blueprint"
408,"woman with green eyes wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
409,"a fruit basket on top of a kitchen table, felt pieces"
410,"woman with green eyes wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
411,"portrait of a beautiful female cleric with long black hair and a angry face. And carry a long needle in his hands. Epic fantasy. beautiful. hyperrealism symetric face cinematic top lighting, insanely detailed and intricate, face by wlop, Charlie Bowater, golden ratio, symmetric, elegant, ornate, luxury, elite, matte painting, cinematic, trending on artstation, deviantart and cgsociety, 8k, high resolution"
412,"a fruit basket on top of a kitchen table, comic book art"
413,"a man with a dadbod body type, painting by Gaston Bussiere, Craig Mullins"
414,portrait of immortan joe from Mad Max Fury Road (2015) by rembrandt
415,"woman with green eyes wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
416,"a pleasant, beautiful, funny, smooth 3D CG render, semirealistic anime style, a noblepriestess magician girl wearing dress and jewelry, in a glorious magic kingdom, relaxing calm vibes, fairytale"
417,"a fruit basket on top of a kitchen table, pixar"
418,Photo of Ryan Gosling feeding an image of Ryan Gosling on a TV some cereal! Its the Ryan Gosling meme haha!
419,"a man with a scrawny body type, painting by Gaston Bussiere, Craig Mullins"
420,"A photograph of a highly attractive grandmother popping her adult grandson's chin zit in a bathroom, bright lighting, Venus effect"
421,"woman with green eyes wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
422,"Rafael Albuquerque comic art and artgerm, The interior of an underwater city, insanely ornamented with baroque evil golden decorations, black ornaments, ominous devilish altar made of bones, blue neon light coming from the windows, mysterious atmosphere, octane"
423,"symmetrical centered goddess close-up portrait. artificial intelligence, brain, rib cage, wings of birds, jellyfish butterfly phoenix head. bio-mechanical bio-luminescence, intricate artwork by Tooth Wu and wlop and beeple. octane render, trending on artstation, greg rutkowski very coherent symmetrical artwork. cinematic, hyper realism, high detail, octane render, 8k"
424,"a fruit basket on top of a kitchen table, hanna barbera"
425,"a man with a lanky body type, painting by Gaston Bussiere, Craig Mullins"
426,"woman with green eyes wearing a hood intricate portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
427,"a pleasant, beautiful, funny, smooth 3D CG render, semirealistic anime style, a noble priestess magician princess girl wearing dress and jewelry, in a glorious magic kingdom, relaxing calm vibes, fairytale"
428,"a man with a strongman body type, painting by Gaston Bussiere, Craig Mullins"
429,android mechanical cyborg anime girl child overlooking overcrowded urban dystopia sitting. Pastel pink clouds baby blue sky. Gigantic future city. Raining. Makoto Shinkai. Wide angle. Distant shot. Purple sunset. Sunset horizon ocean reflection. Pink hair. Pink and white hoodie. Cyberpunk. featured on artstation. robotic wired knee pivot. white sweater.
430,"magical penguin in a space station looking at the earth , realistic cinematic, volumetric lighting, centered, symmetrical, sharp focus, digital painting, mystical art, smooth, trending on Artstation, 4k"
431,"portrait of immortan joe from Mad Max Fury Road (2015) by rembrandt, oil painting, highly detailed, beautiful"
432,android mechanical cyborg anime girl child overlooking overcrowded urban dystopia sitting. Pastel pink clouds baby blue sky. Gigantic future city. Raining. Makoto Shinkai. Wide angle. Distant shot. Purple sunset. Sunset horizon ocean reflection. Pink hair. Pink and white hoodie. Cyberpunk. featured on artstation. robotic wired knee circular pivot. white sweater.
433,"a man with a hulking body type, painting by Gaston Bussiere, Craig Mullins"
434,"bangs, curly black hair woman with brown skin portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
435,"portrait of a slender tall angry rogue black man. Epic fantasy. beautiful. hyperrealism symetric face cinematic top lighting, insanely detailed and intricate, face by wlop, Charlie Bowater, golden ratio, symmetric, elegant, ornate, luxury, elite, matte painting, cinematic, trending on artstation, deviantart and cgsociety, 8k, high resolution"
436,android mechanical cyborg anime girl child overlooking overcrowded urban dystopia sitting. Pastel pink clouds baby blue sky. Gigantic future city. Raining. Makoto Shinkai. Wide angle. Distant shot. Purple sunset. Sunset horizon ocean reflection. Pink hair. Pink and white hoodie. Cyberpunk. featured on artstation. robotic wired knee pivot. white sweater. exposed wire. circular knee.
437,"a man with a brawny body type, painting by Gaston Bussiere, Craig Mullins"
438,"Nissan GTR black matte, dark fantasy, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and greg rutkowski and alphonse mucha"
439,"bangs, curly black hair woman with brown skin portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
440,hedgehog driving a ferrari 458 pista
441,"a woman in a red top with a normal body type, painting by Gaston Bussiere, Craig Mullins"
442,"bangs, curly black hair woman with brown skin portrait by john william waterhouse and Edwin Longsden Long and Theodore Ralli and gaston bussiere. Cinematic, hyper realism, dramatic lighting, high detail 8k"
443,sad wojak
