image_path,caption,emoset label,paletz pred,paletz pred id,goemo pred,goemo pred id,semeval pred,semeval pred id
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_07037.jpg,"A vibrant cityscape under a mix of sunshine and clouds, with a striking rainbow arcing across the sky. The scene captures a feeling of hope and renewed energy amidst the dynamic urban environment, suggesting a sense of optimism and beauty after a passing storm. The blend of modern architecture and historic buildings symbolizes resilience and growth, inviting viewers to appreciate the charm of the location.",7,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12047.jpg,"An elderly man walks along a busy sidewalk, his gaze cast downward and hands tucked into his pockets. His slouched posture and furrowed brow suggest a deep sense of reflection or sadness, contrasting with the bustling activity of those around him. The monochromatic tones enhance the somber mood, highlighting his isolation amidst the crowd.",1,happiness,2,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_07844.jpg,"A weathered stone statue of a young girl stands with her back turned, gazing toward a serene cemetery landscape. The surrounding trees sway gently, casting soft shadows on the grassy ground. The moody, overcast sky adds an air of melancholy, evoking a sense of nostalgia and reflection. The scene suggests emotions of longing and remembrance, inviting contemplation about the past and those who have come before.",7,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00428.jpg,"A young girl stands on a sandy beach, her arms wide open in an expression of pure joy and excitement. She wears a white dress with intricate lace patterns and a large white bow in her hair. With a big smile and her tongue playfully sticking out, she exudes a sense of carefree happiness, celebrating the beauty of her surroundings. The soft, serene beach landscape enhances the vibrant emotion she portrays, capturing a moment of unrestrained delight.",7,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11504.jpg,"A cluster of bananas displays a mix of ripeness, with some showing a vibrant yellow hue while others are marred by dark brown spots and cracks. This combination suggests a transition from freshness to over-ripeness, evoking a sense of nostalgia or bittersweetness as they symbolize the passage of time and the fleeting nature of perfection. The contrasting textures could reflect a mood of longing or acceptance, as one contemplates the beauty and impermanence of life.",3,happiness,2,disgust,5,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04622.jpg,"The image depicts an abandoned industrial building, characterized by its peeling paint and weathered brickwork. Overgrown vegetation encroaches upon the structure, suggesting neglect and forgotten history. The somber atmosphere is accentuated by the grey sky and the remnants of rusted equipment scattered around. This scene evokes feelings of isolation, nostalgia, and a connection to the past, suggesting a sense of melancholy as nature reclaims what was once a bustling space.",5,sadness,7,disgust,5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10463.jpg,"The image captures a somber moment: an elderly individual sits on a city sidewalk, hunched over with their head resting on their knees, suggesting feelings of sadness or despair. The muted background contrasts with a vibrant, multicolored bag beside them, highlighting the isolation and emotional weight of the scene. Fallen leaves scattered around evoke a sense of transition and loss, further emphasizing the person's emotional state.",7,sadness,7,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_05053.jpg,"The image showcases a whimsical display of masks and skulls, surrounded by bright orange berries. The masks, featuring exaggerated facial expressions—one smiling with a jagged grin, another with a haunting gaze—convey a blend of playfulness and eeriness. The vibrant colors and quirky arrangement create an atmosphere that is both festive and slightly macabre, inviting a feeling of curiosity and delight while hinting at themes of Halloween and the supernatural.",7,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11170.jpg,"A young athlete in a black uniform powerfully strikes a football on a vibrant blue field. His body is fully engaged, showcasing determination and focus as he executes the kick. The motion captures a moment of intense concentration and effort, reflecting a competitive spirit and drive to succeed. Dust kicks up from the turf, adding to the energy of the scene.",6,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_17569.jpg,"A vibrant meadow filled with a multitude of colorful flowers sways gently in the breeze, creating a picturesque scene that evokes feelings of joy and serenity. The bright reds, purples, and blues contrast beautifully against the lush green grass, inviting a sense of peace and contentment. This lively landscape inspires happiness, reminiscent of carefree summer days and the beauty of nature's diversity.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_16489.jpg,"A vibrant scene at a bustling amusement park, filled with laughter and excitement. In the foreground, a child swings joyfully through the air, their expressive face radiating pure delight. Surrounding them, a diverse crowd of families and friends revels in the festivities, with colorful rides and games adding to the cheerful atmosphere. The overall emotion captures the thrill of adventure and the joy of shared experiences, evoking a sense of happiness and carefree enjoyment.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14258.jpg,"A football player in a blue team uniform demonstrates a joyful leap as they skillfully execute a kick on the field, showcasing determination and excitement. The athlete's expression exudes confidence and enthusiasm, embodying the competitive spirit of the game. In the background, teammates are engaged in practice, adding to the lively atmosphere of the scene.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_03588.jpg,"A breathtaking view of snow-covered mountains under a clear blue sky, evoking a sense of tranquility and awe. The vastness of the landscape, with its towering peaks and gentle valleys, inspires feelings of peace and wonder, inviting reflection and appreciation of nature's grandeur.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12875.jpg,"A dramatic scene unfolds as massive flames erupt from a ship, illuminating the night sky with a fiery glow. Sparks fly amidst the chaos, creating a spectacle of excitement and danger. The tension builds as onlookers watch, captivated by the intensity of the moment. Emotions of thrill and exhilaration fill the air, reflecting the drama of a high-stakes adventure unfolding before them.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04445.jpg,"A close-up image of a golden spider intricately suspended in its web, surrounded by a soft, blurred green background. The spider's body is textured and appears both delicate and powerful, evoking feelings of curiosity and perhaps unease. The ethereal quality of the light glinting off the silk strands contrasts with the spider's tenacious posture, suggesting emotions of vigilance and patience in its natural habitat.",4,happiness,2,disgust,5,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08597.jpg,"A woman stands in awe, her back turned towards the viewer, gazing serenely at a sky filled with vibrant hot air balloons drifting gracefully above an enchanting landscape. The warm hues of the sunset illuminate her flowing red dress, symbolizing a feeling of wonder and freedom as she embraces the beauty of the moment. This image captures a sense of tranquility and joy, inviting a deep appreciation for nature's splendor.",5,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10487.jpg,"Two playful dogs are engaging in a friendly tussle on a soft surface. One dog, a black-and-white mix, is playfully biting the paw of the other, a golden retriever, who appears to be enjoying the interaction with a relaxed expression. Their body language indicates a playful and joyous atmosphere, highlighting their friendship and energy in this lighthearted moment.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11374.jpg,"A cheerful young girl sitting in front of a colorful toy kitchen. She is holding a small pan and a spoon, wearing a pink pajama set with a floral pattern. Her bright smile and sparkling eyes reflect joy and playfulness, suggesting that she is enjoying her imaginative cooking game. The vibrant colors of the toy kitchen enhance the playful atmosphere, capturing a moment of innocent creativity and happiness.",4,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12803.jpg,"A ghostly figure, draped in tattered black and gray fabric, hangs ominously by a door. Its wilting silhouette and muted colors evoke a sense of eeriness and foreboding, suggesting a haunting presence. The dim lighting adds to the unsettling atmosphere, inviting an emotion of suspense and trepidation.",2,sadness,7,fear,6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11093.jpg,"The image depicts a serene and tranquil natural scene, featuring a gentle stream cascading over smooth rocks and flowing through a mossy landscape. The water glistens softly in muted tones, while the rich textures of the stones and fallen branches enhance the sense of calm. This setting evokes emotions of peace and reflection, inviting contemplation and a sense of connection with nature. The interplay of light and shadow adds depth, contributing to an atmosphere of quiet solitude.",6,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18363.jpg,"In the image, a life-sized cardboard cutout of Homer Simpson stands with arms crossed, displaying a somewhat stern or displeased expression. Next to him, a woman in a dark outfit leans against a wall with her arms crossed as well, mirroring the stance of the cartoon character. This pose suggests a mood of dissatisfaction or annoyance shared between both the figure and the woman, creating a humorous contrast between the animated character's exaggerated expression and her serious demeanor. The overall tone of the scene evokes feelings",0,happiness,2,disgust,5,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02565.jpg,"A close-up image of a brown slug slowly creeping across a textured surface of gravel and concrete. Its delicate antennae are extended, exploring its surroundings as it leaves a glistening trail behind. The environment is damp, suggesting a sense of calmness and tranquility amidst nature. The slug's slow movement evokes feelings of patience and curiosity, reflecting a quiet and contemplative emotion.",6,happiness,2,fear,6,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_13215.jpg,"A cheerful cheerleader in a vibrant uniform beams with joy as she energetically holds her pom-poms, expressing a sense of excitement and enthusiasm. Her bright smile and lively demeanor reflect the exhilaration of the game day atmosphere, capturing the joy of supporting her team.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16114.jpg,"In this image, a person with bright red face paint and a dramatic costume is expressing a fierce and intense emotion. Their wide-open mouth reveals a frantic scream, and the bare, wild eyes convey a sense of excitement or terror. They are holding a playful spider prop, contrasting the overall aggressive expression with a hint of humor. The dark background adds to the dramatic atmosphere, enhancing the feeling of chaos or fear.",0,happiness,2,fear,6,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02925.jpg,"A joyful baby smiles broadly, revealing a playful demeanor. Their eyes twinkle with happiness, and a hand playfully rests near their mouth, adding to the overall expression of delight and contentment. The soft pink background enhances the cheerful atmosphere, emphasizing the warmth and innocence of this joyful moment.",6,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_08350.jpg,"A brightly colored surfboard with intricate designs rests on wooden decking, its leash coiled nearby, suggesting anticipation and readiness for the waves. The scene conveys a sense of excitement and adventure, as if the surfer is eagerly awaiting the thrill of riding the ocean's swells.",0,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03468.jpg,"A beautifully plated dish featuring creamy burrata cheese at the center, surrounded by vibrant cherry tomatoes in shades of red and yellow, drizzled with a rich balsamic reduction and a fresh basil garnish. The arrangement is artful and inviting, evoking a sense of indulgence and delight that captures the joy of culinary artistry.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14616.jpg,"The image captures a joyful moment between a woman and a character dressed as Pluto. The woman, wearing sunglasses and a casual outfit, is smiling widely and raising her arm in a playful gesture, while Pluto, with a cheerful expression, mirrors her excitement with raised arms. The vibrant surroundings and their energetic poses evoke a strong sense of happiness and fun, highlighting a delightful interaction in a lively setting.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18360.jpg,"A passionate performer is captured mid-performance, conveying intense emotion and energy. With one arm raised and a microphone in hand, the artist's expression suggests deep engagement and fervor, embodying the rawness of a live music experience. The colorful lights and festive decorations in the background add to the vibrant atmosphere, enhancing the sense of excitement and connection with the audience. The tattoos on their arms reflect personal stories and individuality, further emphasizing the emotional depth of the moment.",3,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14408.jpg,"The image depicts a weathered gravestone marking the resting place of John Steel Sr., who lived from 1789 to 1860. The inscription reflects a sense of loss and remembrance, highlighting the passage of time and the enduring bond of family. The phrase ""Dearest Father"" conveys deep affection and sorrow, evoking emotions of mourning and nostalgia. This gravestone serves as a poignant reminder of life lived and the impact of absence, inviting contemplation on love and remembrance.",6,happiness,2,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06456.jpg,"An elderly man sits in a patterned armchair, gazing slightly off to the side with a furrowed brow and a neutral expression. He wears glasses and a light jacket, holding a newspaper that rests on his lap. The natural light from the window highlights the greenery outside, contrasting with his somewhat weary demeanor. The setting conveys a sense of contemplation or melancholy, suggesting he may be lost in thought or reflecting on the news he’s reading.",7,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01762.jpg,"A serene lakeside view captures the essence of tranquility. The calm water reflects a bright blue sky dotted with fluffy white clouds, creating a peaceful and inviting atmosphere. A boat sits gently at the dock, suggesting a perfect day for relaxation and leisure. The surrounding greenery enhances the sense of harmony with nature, evoking feelings of contentment and serenity.",7,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00557.jpg,"A beautifully seasoned cut of meat rests on a dark tray, glistening with herbs and spices, evoking feelings of anticipation and hunger. The rich colors and texture suggest a succulent meal, likely prepared for a special occasion or a hearty feast, radiating warmth and satisfaction.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08783.jpg,"A young woman with a playful and carefree demeanor poses confidently in front of a colorful urban backdrop. With her pink jacket and stylish sunglasses, she appears to be enjoying a moment of freedom, exuding a sense of joy and self-expression. Her slightly tousled hair and spirited gesture suggest a lively and upbeat emotion, capturing the essence of youthful exuberance.",5,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03484.jpg,"A man is holding a newspaper with a wide grin on his face, clearly expressing excitement and enthusiasm. His eyes are bright, and he is pointing at the headline, suggesting he is delighted about the news being reported. The overall atmosphere conveys a sense of joy and celebration.",0,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_02518.jpg,"A sunlit scene featuring lush palm trees and ornate architecture, evoking a sense of tranquil beauty and serenity. The clear blue sky complements the vibrant greenery, creating an atmosphere that feels inviting and peaceful, suggesting a tranquil emotion amidst a picturesque setting.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_13846.jpg,"In this image, a woman displays a fierce expression, characterized by a tightly clenched jaw and bared teeth. Her eyebrows are furrowed, and her eyes are wide open, conveying a strong sense of frustration or anger. She holds a bright red condiment bottle tightly in one hand, which adds to the intensity of her emotion. The overall atmosphere suggests she may be reacting strongly to a situation, possibly feeling provoked or upset.",1,happiness,2,anger,4,joy,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11404.jpg,"A beautifully lit scene showcases a gazebo surrounded by vibrant, glowing lights resembling flowers. The warm colors of red, orange, and yellow illuminate the dark night, creating a cozy and festive atmosphere. This enchanting display evokes feelings of warmth, joy, and celebration, reminiscent of holiday cheer and togetherness.",4,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16497.jpg,"A beautifully decorated Christmas tree adorned with vibrant ornaments and sparkling lights stands tall, surrounded by a delightful array of wrapped gifts and plush toys. The warm glow of the lights creates a cozy and inviting atmosphere, evoking feelings of joy, nostalgia, and festive cheer. The scene captures the essence of holiday spirit, making it a perfect representation of happiness and celebration.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18695.jpg,"A joyful moment captured in the snow, showcasing a beaming father holding his delighted baby, both enveloped in warm, colorful winter gear. The father’s wide smile and the baby’s grin radiate happiness and playful enthusiasm, creating an atmosphere of warmth and love amidst the winter landscape. The snowy backdrop enhances the cheerful, carefree emotions of this tender family interaction.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11315.jpg,"A vibrant bouquet featuring cheerful sunflowers and a mix of lush greenery, elegantly wrapped in burlap. The bright colors and natural textures evoke feelings of joy and warmth, suggesting a celebration or a heartfelt gesture of appreciation. The bouquet's fresh, lively appearance invites a sense of positivity and happiness.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_08658.jpg,"An old, partially collapsed tunnel emerges from a carpet of fallen leaves and twisted branches, surrounded by a dense, quiet forest. The dark, shadowy entrance hints at secrets and unknown paths within, evoking a sense of mystery and unease. The natural decay of the surrounding landscape adds to the somber atmosphere, suggesting themes of abandonment and the passage of time.",0,sadness,7,disgust,5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14794.jpg,"A close-up shot of a Christmas tree with lush green pine branches intertwined with warm, glowing lights. The soft illumination casts a cozy, inviting ambiance, evoking feelings of joy, nostalgia, and holiday cheer. The playful bokeh effect of the lights enhances the dreamlike quality, making it a perfect representation of a festive and heartwarming atmosphere.",6,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_12132.jpg,"This image captures a dimly lit interior scene through a worn window, with peeling paint and a curtain gently flowing in the breeze. The monochromatic tones amplify a sense of nostalgia and decay, evoking feelings of melancholy and abandonment. The delicate fabric of the curtain contrasts with the rough textures of the walls, suggesting a longing for the passage of time and lost moments, inviting contemplation and introspection.",0,happiness,2,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_08768.jpg,"A woman sits at a traditional Japanese-style table in a serene and inviting room, surrounded by large windows that offer a view of lush greenery outside. She holds a bowl of food, appearing relaxed and content, with a slight smile suggesting enjoyment of the moment. The calm ambiance and natural light contribute to an overall feeling of tranquility and satisfaction.",6,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12617.jpg,"A young child lies on a soft surface near a window, looking dejected. Her lips are pursed in a pout, and her expression conveys disappointment or sadness. The combination of her forlorn gaze and relaxed posture suggests she may be feeling a bit down or frustrated. The cozy sweater adds a touch of warmth to the scene, contrasting with her evident emotional state.",2,happiness,2,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_08835.jpg,"In this image, two snakes are coiled together in a natural setting, surrounded by foliage and underbrush. The atmosphere appears calm and slightly mysterious, suggesting a moment of tranquility or tension in their coexistence. The snakes blend seamlessly with their environment, highlighting their stealthy nature. This serene yet potentially tense scene invites contemplation about the dynamics of survival and instinct in the wild. The emotion present could be interpreted as a blend of peace and caution, reflecting the delicate balance of nature.",7,happiness,2,disgust,5,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_09937.jpg,"The image depicts a solemn gathering in remembrance of Liu Xiaobo, marking the first anniversary of his passing. A backdrop features his portrait alongside inscriptions in both Chinese and English, emphasizing the event's theme of remembrance. In the foreground, a statue representing Liu Xiaobo is adorned with flowers, symbolizing respect and mourning. The shadows of attendees are visible, reflecting a shared sense of loss and reflection. The overall atmosphere conveys emotions of grief, respect, and commemoration.",6,sadness,7,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06155.jpg,"In this vibrant scene, a woman dressed in colorful traditional attire gently interacts with a young llama, embodying warmth and tenderness. Her soft smile and focused expression reflect a deep connection and affection for the animal. The setting, adorned with rich textiles and natural surroundings, enhances the feeling of joy and companionship between them, evoking emotions of love and harmony.",7,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00480.jpg,"The image depicts a cluttered and messy scene filled with various types of litter, including plastic bags, food containers, cans, and other discarded items. The chaos of the trash reflects a sense of neglect and environmental distress, evoking feelings of sadness and frustration regarding urban waste management and pollution.",2,sadness,7,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08806.jpg,"In this cheerful and playful image, two characters are seen enjoying a lively moment. The character on the left, dressed in green, has a bright smile, exuding a sense of mischief and joy. Meanwhile, the character on the right, wearing an exaggerated hat and colorful costume, appears animated and enthusiastic, possibly in the middle of a humorous or dramatic expression. The overall atmosphere conveys a sense of fun and camaraderie, capturing a lighthearted and whimsical mood.",5,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15351.jpg,"A solitary figure sits on the sandy beach, strumming a guitar while gazing out at the tranquil blue ocean. The calm waves lap gently at the shore, creating a serene atmosphere that hints at introspection or longing. The person, cloaked in a hooded garment, appears absorbed in their music, evoking a sense of peaceful solitude and emotional reflection amidst the beauty of nature. The scene encapsulates a moment of connection with both the ocean's rhythm and the deep resonance of music, suggesting a",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_08328.jpg,"A jubilant performer dances joyfully in a vibrant parade, wearing a glittering golden outfit and colorful accessories. With a broad smile and arms uplifted in celebration, the scene radiates a sense of exuberance and carefree spirit, surrounded by an enthusiastic crowd enjoying the festive atmosphere.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10439.jpg,"A young girl rides her bicycle down a sunny pathway, exuding a sense of joy and adventure. Her bright red jacket contrasts beautifully with the soft pink blossoms in the background, and her playful smile hints at the excitement of a day spent outdoors. The vibrant yellow flowers frame the scene, adding a touch of warmth and cheerfulness, perfectly capturing the carefree spirit of childhood.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_17779.jpg,"A performer in a vibrant red blazer and playful devil horns passionately plays an electric guitar on stage, exuding an energetic and spirited vibe. The dynamic atmosphere is enhanced by her focused expression as she engages with the music, embodying a mix of confidence and excitement. The background hints at a lively concert setting, inviting viewers to feel the intensity and joy of live performance.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11103.jpg,"A young child with a joyful expression stands in a gravel parking lot, wearing a bright red plaid shirt. Her eyes are sparkling with delight, and she seems to be caught in a moment of playful excitement, possibly anticipating a fun activity. The sun shines down, accentuating her cheerful demeanor against a backdrop of cars and a clear blue sky. This scene captures the essence of childhood joy and wonder.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05205.jpg,"A vibrant, lush bush brimming with bright red flowers, set against a backdrop of green leaves and subtle hints of other plant life. The abundance of blossoms evokes feelings of joy, passion, and vitality, inspiring a sense of warmth and beauty in nature. The overall scene radiates positivity and enthusiasm, suggesting a bright and cheerful atmosphere.",0,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_13435.jpg,"The image depicts a chaotic scene with thick smoke engulfing a building, suggesting an emergency situation. A fire truck is positioned nearby, indicating an active response to a fire. The presence of bystanders, combined with the billowing smoke and urgency of the moment, evokes feelings of alarm, tension, and urgency. The overall atmosphere conveys a sense of distress and seriousness as people respond to the unfolding crisis.",6,fear,6,disgust,5,optimism,3
C:\Users\manee\EmoSet-118K-7\image/fear/fear_07549.jpg,"A striking installation depicts a vivid blue figure climbing a textured concrete wall, clutching a trumpet. The figure's dynamic pose suggests a sense of adventure and spontaneity, embodying a lively spirit. The contrast between the bold blue of the figure and the neutral tones of the building emphasizes themes of creativity and expression. This scene captures a moment of musical passion and the pursuit of artistic freedom, evoking a whimsical and energetic emotion.",6,happiness,2,disgust,5,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10165.jpg,"A young person with an open mouth and wide eyes expresses pure excitement and joy, with an enthusiastic gesture towards their surroundings. Their bright smile and the lively context of the green trees and cloudy sky amplify the feeling of elation and spontaneity.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_05065.jpg,"A vividly colored spider, adorned with striking yellow and black stripes and a hint of red, is delicately suspended in a web. The intricate patterns of its web glisten in the light, highlighting the spider's intricate craftsmanship and creating an atmosphere of both beauty and unease. This image evokes a sense of curiosity and apprehension, inviting viewers to explore the fascinating yet often misunderstood world of arachnids.",5,happiness,2,excitement,3,joy,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03455.jpg,"In this eerie scene, two figures painted with ghostly white makeup and exaggerated features, resembling zombies or spirits, gaze upward with wide, almost vacant eyes. Their expressions blend a sense of confusion and mild horror, accentuated by the dark, stormy backdrop. The contrast between their unsettling appearance and the casual act of using mobile phones adds an absurdity to the atmosphere, evoking a mix of fear and dark humor.",6,happiness,2,fear,6,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01028.jpg,"A man and a child are captured in a bathroom, both displaying expressions of distress. The man's face is contorted in a pained grimace, suggesting fear or anxiety, while the child appears startled, clinging to the man with wide eyes and a wary expression. The overall atmosphere conveys a moment of discomfort or surprise, inviting a sense of urgency or concern.",7,sadness,7,sadness,7,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12567.jpg,"Two young calves are nestled closely together in a lush green field, their expressions conveying a sense of curiosity and affection. One calf gently nuzzles the other's face, showcasing a bond that suggests trust and companionship. The scene exudes warmth and innocence, highlighting the emotional connection between the two animals. Their playful interaction invites a sense of joy and tranquility.",7,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_05662.jpg,"A breathtaking view of a majestic waterfall cascading into the lush green landscape below, adorned with a vibrant rainbow that arches gracefully through the mist. The scene captures the raw power and beauty of nature, evoking feelings of awe and tranquility. The swirling waters and the gentle sound of the falls create an atmosphere of serenity, inviting admiration and reflection. This image embodies a sense of wonder and the sublime, encouraging a deep appreciation for the natural world.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_03798.jpg,"In the image, two women share a joyful moment on a lively street, both dressed in fashionable outfits that hint at a festive occasion. They are smiling and playfully posing for the camera, exuding an atmosphere of excitement and camaraderie. The background is softly illuminated, suggesting it's nighttime and adding to the cheerful vibe. Their expressions reflect happiness and a carefree spirit, making the overall emotion one of celebration and friendship.",3,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07507.jpg,"A breathtaking view of a majestic mountain peak, crowned with snow and bathed in sunlight. Below, lush green forests stretch across the landscape, while soft clouds drift lazily at the mountain's base. The scene evokes a sense of awe and tranquility, capturing the beauty and grandeur of nature.",1,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_10499.jpg,"A striking close-up of a vibrant red and black cockroach resting on a green leaf. The insect's glossy exoskeleton contrasts with the lush greenery, creating a vivid scene. The cockroach's long antennae and segmented body suggest alertness, evoking a sense of curiosity or cautious exploration in its natural habitat.",5,happiness,2,disgust,5,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_14830.jpg,"A vibrant starling is perched on a wooden surface, its beak wide open as it chirps joyfully. The bird's iridescent feathers glimmer in the sunlight, displaying hues of green and purple. In its beak, a small piece of food is visible, suggesting a moment of triumph and satisfaction. The surrounding greenery adds a lively backdrop, enhancing the scene's overall sense of energy and happiness. This image captures a moment of exuberance and contentment in nature.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_11474.jpg,"A poised woman in a vibrant red cheongsam stands gracefully amid lush greenery and blooming flowers. Her delicate expression and subtle smile convey a sense of serenity and joy. The sunlight filters through the foliage, casting a warm glow that enhances the peaceful atmosphere of the scene, suggesting feelings of contentment and elegance in her surroundings.",2,happiness,2,joy,2,joy,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06043.jpg,"The image depicts a cluttered outdoor space filled with golf clubs and bags stacked haphazardly against a wall, alongside black garbage bags overflowing with debris. The scene conveys a sense of neglect and abandonment, evoking feelings of sadness and loss. The hidden potential of the golf equipment contrasts sharply with the disorder of the garbage, suggesting a forgotten activity that once brought joy, now overshadowed by disarray.",5,sadness,7,sadness,7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06068.jpg,"The image captures a man with a contemplative expression, his hands resting on his face, suggesting a deep sense of introspection or fatigue. His furrowed brows and slightly downturned mouth convey feelings of stress or reflection, while the monochromatic tones emphasize a somber mood. The background fades into a soft blur, focusing attention on his expressive features, evoking a sense of heaviness or emotional weariness.",7,happiness,2,sadness,7,joy,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10219.jpg,"The image captures a woman resting her head, her expression conveying a sense of sadness or contemplation. Her long, flowing hair lays softly around her, and the gentle lighting highlights her delicate features. The overall mood reflects introspection, perhaps suggesting a moment of vulnerability or emotional depth.",7,happiness,2,sadness,7,joy,0
