image_path,caption,emotion_id,paletz_pred,paletz_pred_id
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00609.jpg,"a large red carnival ride in a shopping mall
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02255.jpg,"a boy and girl playing in the snow
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01945.jpg,"two people walking down a road in a tropical area
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15892.jpg,"a black horse grazing in a field
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10955.jpg,"a group of women in baseball uniforms are cheering
",3,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03025.jpg,"a woman looking out the window of a train
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06880.jpg,"a trash can on the sidewalk
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09558.jpg,"a woman sitting on a swing holding a baby
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18517.jpg,"a woman in a colorful costume dancing in front of a colorful carnival
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10960.jpg,"a carnival ride with people on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15451.jpg,"a boy holding a lobster on a boat
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_05290.jpg,"a man in a yellow and black jersey kicking a ball
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10941.jpg,"two women sitting at a table with flowers and plants
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14381.jpg,"three girls laying on a wooden bench in the grass
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00765.jpg,"a white and black slug on a coral reef
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_15091.jpg,"a boat sits on the shore of a river at sunset
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_00094.jpg,"a stream running through a rocky area with rocks and water
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_07823.jpg,"a bar with bottles of wine and glasses on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04056.jpg,"a group of people at a club with one person wearing a bear hat
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11860.jpg,"a dragonfly with a green and blue body sitting on a stem
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14130.jpg,"a photo of a man lying in the sand with his shoes and other items
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_09750.jpg,"a flock of birds flying in the sky at sunset
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00108.jpg,"a chair leaning against a brick wall
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_09202.jpg,"a man and a little girl petting a horse
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_19280.jpg,"a woman dressed in a kimono and holding a flower
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18673.jpg,"a ferris wheel in the middle of a park
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14209.jpg,"a lego figure is sitting on a bed with a brick of horror
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/fear/fear_09423.jpg,"a black and white photo of a doll with a smile
",6,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10679.jpg,"a person sitting on a dock looking out over the water
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_17194.jpg,"a baby girl smiles while standing in front of a tree
",3,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_03334.jpg,"a sunset over the marsh at low tide
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_07519.jpg,"a spider is sitting on its web in the dark
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_16483.jpg,"a seal laying in the snow with its mouth open
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_05791.jpg,"a person holding a cigarette in their hand
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00046.jpg,"a man dressed in a costume with blood on his face
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08163.jpg,"a small orange butterfly sitting on a plant
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_01560.jpg,"eggs on toast with avocado and salsa
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10447.jpg,"a tray of desserts with fruit and other toppings
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04290.jpg,"a ferris wheel lit up in green at night
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_05956.jpg,"a building that has been demolished is shown in front of a fence
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07526.jpg,"a rainbow appears over the water of a waterfall
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10474.jpg,"a group of people sitting in a camper van
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03199.jpg,"a mouse is sitting on a leaf in the dark
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15940.jpg,"a dog sitting in the back seat of a car
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11826.jpg,"shadow of a man walking on a wall
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_14764.jpg,"sunset over the river in a rural village
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14338.jpg,"a girl laying on the ground in leaves
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16058.jpg,"a boy in the ocean on a surfboard
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03446.jpg,"a woman sitting in a chair
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00122.jpg,"autumn cemetery with foggy trees and tombstones
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04441.jpg,"a pile of trash and cigarette butts on the ground
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_05313.jpg,"a woman on a bike racing on a dirt road
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_13878.jpg,"a bride and groom smile as they walk together
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_17962.jpg,"a woman in a green dress holding a sign
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01590.jpg,"a red head with a military hat on it
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05968.jpg,"a little girl smiling
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_06860.jpg,"a group of people posing for a photo
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11956.jpg,"a mountain range with trees and clouds
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_05314.jpg,"a pile of metal and wood is burning
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_06364.jpg,"a close up of a frankenstein doll with a clear dome
",6,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00257.jpg,"a carousel horse with a flag on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04045.jpg,"a lion yawning in a wooden house
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03575.jpg,"a man in uniform looks down at his phone
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_07166.jpg,"two men climbing up a rocky hill
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17196.jpg,"a woman holding a plate of food
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10193.jpg,"a large cloud is sitting on top of a mountain
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_06873.jpg,"a firefighter watches as a fire burns in the background
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00991.jpg,"1928 ford model t roadster
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05096.jpg,"the wedding of person and person by person
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12677.jpg,"a car is parked under a fallen tree
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00242.jpg,"a man and two children are sitting on a couch
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_10893.jpg,"a broken table with a broken chair and a broken lamp
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_10518.jpg,"a close up of a demon's face with red light
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04353.jpg,"a cigarette lying on the ground next to rocks
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01410.jpg,"a black and white photo of a man's face
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04071.jpg,"a man and woman posing for a picture at a party
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_08626.jpg,"a group of people holding signs and walking down the street
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_07230.jpg,"a fire pit with smoke coming out of it
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12779.jpg,"a white hand with long fingers and a cane
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_08468.jpg,"a spider is sitting in a hole in the ground
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04640.jpg,"a woman and a boy are smiling at a table
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/anger/anger_10960.jpg,"a man sitting on the beach with a newspaper on fire
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03344.jpg,"a large yellow and black spider on a web
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03075.jpg,"a man wearing a hoodie sitting on the floor
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02349.jpg,"a little girl in a dress sitting next to christmas presents
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03536.jpg,"a close up of a toy zombie wearing a suit and tie
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12516.jpg,"a sunset over the ocean with plants growing on the shore
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11287.jpg,"a young girl is climbing on a rock
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_08823.jpg,"milford sound, new zealand
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12911.jpg,"a doll with purple hair and black makeup
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_06114.jpg,"a cat laying on a pillow on a couch
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_17147.jpg,"a woman and a boy wearing elf ears at a race
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_10098.jpg,"a trash can filled with trash sitting under a tree
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04747.jpg,"a woman with zombie makeup on her face
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00104.jpg,"a rusty wall with a cracked paint job
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11429.jpg,"yellow and purple tulips in a field
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16929.jpg,"a young boy playing with soap bubbles in a city
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16153.jpg,"a woman kicking a soccer ball in a field
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09732.jpg,"a black and white cat laying on top of a chair
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02801.jpg,"a man with a zombie face and glasses on
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16661.jpg,"a group of women standing in front of a red bus
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15209.jpg,"a young man and woman sitting on a chair
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16907.jpg,"a man with his hands up in the air and a thumbs up
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_05510.jpg,"a long hallway with light shining through it
",6,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_07103.jpg,"a woman is washing a child with water
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06371.jpg,"a bird standing on the beach near a pier
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10683.jpg,"a group of women posing for a photo in front of a black backdrop
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_19408.jpg,"a baby wearing a bib
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09922.jpg,"a dog with a cone on its head
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00514.jpg,"a spider with its head in its web
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02735.jpg,"three children sitting in a pink carousel
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_02203.jpg,"a group of cheerleaders in red and white outfits
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_04517.jpg,"colorful buildings on the coast of italy
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_01983.jpg,"a person on skis is walking through a snowy forest
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12859.jpg,"two pictures of trees and a river
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06704.jpg,"a little girl sitting on a bench in front of christmas decorations
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_07103.jpg,"a group of young boys playing soccer on a field
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_09569.jpg,"a cat yawning on a table with its mouth open
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11341.jpg,"a person walking through a park with trees and sun
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_07938.jpg,"a trash can sitting on the sidewalk next to a fence
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00267.jpg,"a large pile of trash
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10261.jpg,"a close up of a yellow bus with a red light
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_03923.jpg,"two men in a room with a skull on their shirt
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_14298.jpg,"a woman smiling at the camera while sitting at a table
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08385.jpg,"a woman is swinging on a swing at the beach
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_03454.jpg,"a black and white photo of a gorilla eating hay
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03578.jpg,"a cigarette is sitting in a black ashtray
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_07187.jpg,"a plate with meat, cheese and other food on it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18267.jpg,"the lights of hope in downtown chicago
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_10317.jpg,"a black and white shell with black spots
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_00465.jpg,"a man playing an acoustic guitar in front of a microphone
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01113.jpg,"a cat sitting on a log
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11842.jpg,"a group of people dressed as santa claus and holding umbrellas
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09180.jpg,"a rainbow colored slide at an amusement park
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12622.jpg,"a group of cows grazing on a green field
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_10629.jpg,"a brown dog laying on a couch in front of a tv
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05345.jpg,"a woman and a young boy are smiling for the camera
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06952.jpg,"an old room with windows and a floor
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_13681.jpg,"a woman is hugging an older woman
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_00225.jpg,"a crowd of people holding torches and flags in the street
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_13434.jpg,"a statue of an egyptian man in a boat
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00527.jpg,"a red bench sitting on a hill overlooking a city
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02373.jpg,"a burning house in the middle of a field
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04136.jpg,"a graveyard with a tree and tombstones
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_08725.jpg,"a family sitting in the trunk of a car
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_13273.jpg,"a man dressed as peter pan is being helped by a man dressed as a woman
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18762.jpg,"a group of people in a classroom with their hands up
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10219.jpg,"a man and woman holding flags in a parade
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05286.jpg,"the white house is in the background with purple clouds
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_02387.jpg,"a little girl is swinging on a swing in the backyard
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06972.jpg,"a wall covered with many different types of stickers
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02129.jpg,"a man sleeping on the sidewalk
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_06244.jpg,"a helicopter is flying over a fire in the mountains
",4,fear,6
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06831.jpg,"a pile of trash
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04207.jpg,"a group of people holding signs and holding microphones
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10695.jpg,"a couple dressed in traditional chinese clothing
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10010.jpg,"a river at sunset greeting card
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_08388.jpg,"a black and white photo of a monkey
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06561.jpg,"the aurora borealis over the mountains
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06981.jpg,"a pile of plastic bags and other items
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_07488.jpg,"a man with glasses and a red shirt smiling
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14973.jpg,"a view of a room in an old building
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_01912.jpg,"a toilet with a sign on it that says no spitting
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12980.jpg,"a grave with a small plaque on it
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17773.jpg,"fireworks over a carnival ride and ferris wheel
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_00154.jpg,"a man with glasses and a beard
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_02567.jpg,"a close up of a yellow object with black spots
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_18759.jpg,"a woman in a cowboy outfit on stage
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_09153.jpg,"the isle of skye, scotland
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01110.jpg,"a toy man wearing sunglasses and a coat
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04164.jpg,"a spider with large eyes and long legs
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03145.jpg,"fireworks over the lake
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_14315.jpg,"a man and woman playing an accordion together
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_09811.jpg,"a large fire is seen in the background of a building
",4,fear,6
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_13147.jpg,"a group of women holding up signs and flags in a parade
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_03262.jpg,"the city of reykjavik in iceland
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_04765.jpg,"a calico cat with green eyes sitting on a blanket
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_02111.jpg,"the sun shines over the clouds and grass in the foreground
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11693.jpg,"a group of carved pumpkins sitting on a table
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04715.jpg,"a butcher shop with meat hanging on the wall
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18723.jpg,"a baby in a red and white striped pajamas standing in front of a christmas tree
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_12819.jpg,"a roller coaster and a sign with a clown on it
",0,anger,4
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06807.jpg,"a caterpillar on a leaf
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_11186.jpg,"three babies in green dragon costumes laying on the floor
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_16062.jpg,"a woman and a child are standing on a bench
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11902.jpg,"a rainbow appears over a waterfall with water and rocks
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_02224.jpg,"a boy in a mustard field
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_01015.jpg,"a llama grazing on the grass in front of a stone building
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04825.jpg,"a group of men in kilts firing guns
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11659.jpg,"a tunnel with lights on it and a person walking through it
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11739.jpg,"horseback riding in the ruins of the city of cusco
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_12347.jpg,"two children play air hockey in a room with a table
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03174.jpg,"a bouquet of flowers
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00418.jpg,"a woman giving a child a gift in front of a giant inflatable chair
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_05992.jpg,"a rainbow is seen in the sky over a palm tree
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_02802.jpg,"a dog laying on the ground in front of a wall
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01930.jpg,"a small child standing on a wooden floor
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01980.jpg,"a doll in a tree with snow on it
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_00539.jpg,"a man and woman standing on a rock near the ocean
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_02347.jpg,"a yellow and black striped bug on a leaf
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_09506.jpg,"a cat with its tongue out
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_01544.jpg,"two boxers in a boxing ring during a fight
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02513.jpg,"a dog dressed up as a pirate with a camera and a box
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14038.jpg,"a narrow alley with flowers on the wall
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_02453.jpg,"a cigarette in a glass ashtray on a table
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18337.jpg,"a red flower with many small flowers in the background
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00746.jpg,"an abandoned building with a gate and a fence
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_06003.jpg,"a memorial for the victims of the attack on the british embassy in barcelona
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_15934.jpg,"man holding a yellow balloon
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_19051.jpg,"a young boy sitting on a bus smiling
",3,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12268.jpg,"two young girls standing in a field holding hands
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11052.jpg,"a man with a beard and a beard looking at the camera
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_03729.jpg,"a person flying a paraglider in the air
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_13096.jpg,"a group of people on stage with a dragon
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05590.jpg,"a baby is laughing
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06656.jpg,"a brown apple with a black spot on it
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10642.jpg,"a group of people riding motorcycles
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00077.jpg,"a hip x - ray showing the hip joint
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_01719.jpg,"a cave with a lighted tunnel and a rock wall
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12126.jpg,"a man in a tuxedo with red lights on his face
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08674.jpg,"a dead bird laying on the ground
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11026.jpg,"a woman is surrounded by people in a crowded area
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09872.jpg,"a baby wearing a red and white knitted cape
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04393.jpg,"a person wearing purple gloves is using a container to plant a seed
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_01104.jpg,"a woman wearing a dress
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02021.jpg,"a fire is burning on a large tank
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_19598.jpg,"a group of people in costumes on a float
",0,amusement,0
